"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES"
"US1WVNC0005","2017-06-13","38.193159","-80.699968","787.3","NETTIE 1.9 SSW, WV US","    0",",,N",,,,,,,,
"US1WVNC0005","2017-06-14","38.193159","-80.699968","787.3","NETTIE 1.9 SSW, WV US","  406",",,N",,,,,,,,
"US1WVNC0005","2017-06-15","38.193159","-80.699968","787.3","NETTIE 1.9 SSW, WV US","   28",",,N",,,,,,,,
"US1WVNC0005","2017-06-16","38.193159","-80.699968","787.3","NETTIE 1.9 SSW, WV US","   15",",,N",,,,,,,,
"US1WVNC0005","2017-06-17","38.193159","-80.699968","787.3","NETTIE 1.9 SSW, WV US","   33",",,N",,,,,,,,
"US1WVNC0005","2017-06-18","38.193159","-80.699968","787.3","NETTIE 1.9 SSW, WV US","   48",",,N",,,,,,,,
"US1WVNC0005","2017-06-19","38.193159","-80.699968","787.3","NETTIE 1.9 SSW, WV US","  203",",,N",,,,,,,,
"US1WVNC0005","2017-06-20","38.193159","-80.699968","787.3","NETTIE 1.9 SSW, WV US","  234",",,N",,,,,,,,
"US1WVNC0005","2017-06-21","38.193159","-80.699968","787.3","NETTIE 1.9 SSW, WV US","    0",",,N","    0",",,N",,,,,,
"US1WVNC0005","2017-06-22","38.193159","-80.699968","787.3","NETTIE 1.9 SSW, WV US","    0",",,N","    0",",,N",,,,,,
"US1WVNC0005","2017-06-23","38.193159","-80.699968","787.3","NETTIE 1.9 SSW, WV US","   64",",,N",,,,,,,,
"US1WVNC0005","2017-06-24","38.193159","-80.699968","787.3","NETTIE 1.9 SSW, WV US","  305",",,N",,,,,,,,
"US1WVNC0005","2017-06-25","38.193159","-80.699968","787.3","NETTIE 1.9 SSW, WV US","    0",",,N","    0",",,N",,,,,,
"US1WVNC0005","2017-06-26","38.193159","-80.699968","787.3","NETTIE 1.9 SSW, WV US","    0",",,N","    0",",,N",,,,,,
"US1WVNC0005","2017-06-27","38.193159","-80.699968","787.3","NETTIE 1.9 SSW, WV US","    0",",,N","    0",",,N",,,,,,
"US1WVNC0005","2017-06-29","38.193159","-80.699968","787.3","NETTIE 1.9 SSW, WV US","    0",",,N","    0",",,N",,,,,,
"US1WVNC0005","2017-06-30","38.193159","-80.699968","787.3","NETTIE 1.9 SSW, WV US","    0",",,N","    0",",,N",,,,,,
"US1WVNC0005","2017-07-01","38.193159","-80.699968","787.3","NETTIE 1.9 SSW, WV US","    0",",,N","    0",",,N",,,,,,
"US1WVNC0005","2017-07-02","38.193159","-80.699968","787.3","NETTIE 1.9 SSW, WV US","    0",",,N","    0",",,N",,,,,,
"US1WVNC0005","2017-07-03","38.193159","-80.699968","787.3","NETTIE 1.9 SSW, WV US","   13",",,N",,,,,,,,
"US1WVNC0005","2017-07-04","38.193159","-80.699968","787.3","NETTIE 1.9 SSW, WV US","    5",",,N",,,,,,,,
"US1WVNC0005","2017-07-05","38.193159","-80.699968","787.3","NETTIE 1.9 SSW, WV US","   61",",,N",,,,,,,,
"US1WVNC0005","2017-07-06","38.193159","-80.699968","787.3","NETTIE 1.9 SSW, WV US","  325",",,N",,,,,,,,
"US1WVNC0005","2017-07-07","38.193159","-80.699968","787.3","NETTIE 1.9 SSW, WV US","  284",",,N",,,,,,,,
"US1WVNC0005","2017-07-08","38.193159","-80.699968","787.3","NETTIE 1.9 SSW, WV US","   53",",,N",,,,,,,,
"US1WVNC0005","2017-07-09","38.193159","-80.699968","787.3","NETTIE 1.9 SSW, WV US","   20",",,N",,,,,,,,
"US1WVNC0005","2017-07-10","38.193159","-80.699968","787.3","NETTIE 1.9 SSW, WV US","    0",",,N","    0",",,N",,,,,,
"US1WVNC0005","2017-07-14","38.193159","-80.699968","787.3","NETTIE 1.9 SSW, WV US","    0","T,,N",,,,,,,,
