"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WESF","WESF_ATTRIBUTES"
"US1WVCY0001","2012-06-08","38.4830555555556","-81.1597222222222","230.4","PROCIOUS 2.4 ESE, WV US","    0","T,,N","    0",",,N","    0",",,N",,,,,"    0",",,N","    0",",,N"
"US1WVCY0001","2012-06-09","38.4830555555556","-81.1597222222222","230.4","PROCIOUS 2.4 ESE, WV US","    0",",,N","    0",",,N","    0",",,N",,,,,"    0",",,N","    0",",,N"
"US1WVCY0001","2012-06-10","38.4830555555556","-81.1597222222222","230.4","PROCIOUS 2.4 ESE, WV US","    0",",,N","    0",",,N","    0",",,N",,,,,"    0",",,N","    0",",,N"
"US1WVCY0001","2012-06-11","38.4830555555556","-81.1597222222222","230.4","PROCIOUS 2.4 ESE, WV US","    0",",,N","    0",",,N","    0",",,N",,,,,"    0",",,N","    0",",,N"
"US1WVCY0001","2012-06-12","38.4830555555556","-81.1597222222222","230.4","PROCIOUS 2.4 ESE, WV US","   36",",,N","    0",",,N","    0",",,N",,,,,"    0",",,N","    0",",,N"
"US1WVCY0001","2012-06-13","38.4830555555556","-81.1597222222222","230.4","PROCIOUS 2.4 ESE, WV US","   36",",,N","    0",",,N","    0",",,N",,,,,"    0",",,N","    0",",,N"
"US1WVCY0001","2012-06-14","38.4830555555556","-81.1597222222222","230.4","PROCIOUS 2.4 ESE, WV US","    0",",,N","    0",",,N","    0",",,N",,,,,"    0",",,N","    0",",,N"
"US1WVCY0001","2012-06-15","38.4830555555556","-81.1597222222222","230.4","PROCIOUS 2.4 ESE, WV US","    0",",,N","    0",",,N","    0",",,N",,,,,"    0",",,N","    0",",,N"
"US1WVCY0001","2012-06-16","38.4830555555556","-81.1597222222222","230.4","PROCIOUS 2.4 ESE, WV US","    0",",,N","    0",",,N","    0",",,N",,,,,"    0",",,N","    0",",,N"
"US1WVCY0001","2012-06-17","38.4830555555556","-81.1597222222222","230.4","PROCIOUS 2.4 ESE, WV US","    0",",,N","    0",",,N","    0",",,N",,,,,"    0",",,N","    0",",,N"
"US1WVCY0001","2012-06-18","38.4830555555556","-81.1597222222222","230.4","PROCIOUS 2.4 ESE, WV US","   58",",,N","    0",",,N","    0",",,N",,,,,"    0",",,N","    0",",,N"
"US1WVCY0001","2012-06-19","38.4830555555556","-81.1597222222222","230.4","PROCIOUS 2.4 ESE, WV US","   18",",,N","    0",",,N","    0",",,N",,,,,"    0",",,N","    0",",,N"
"US1WVCY0001","2012-06-20","38.4830555555556","-81.1597222222222","230.4","PROCIOUS 2.4 ESE, WV US","    0",",,N","    0",",,N","    0",",,N",,,,,"    0",",,N","    0",",,N"
"US1WVCY0001","2012-06-21","38.4830555555556","-81.1597222222222","230.4","PROCIOUS 2.4 ESE, WV US","    0",",,N","    0",",,N","    0",",,N",,,,,"    0",",,N","    0",",,N"
"US1WVCY0001","2012-06-22","38.4830555555556","-81.1597222222222","230.4","PROCIOUS 2.4 ESE, WV US","   18",",,N","    0",",,N","    0",",,N",,,,,"    0",",,N","    0",",,N"
"US1WVCY0001","2012-06-23","38.4830555555556","-81.1597222222222","230.4","PROCIOUS 2.4 ESE, WV US","   15",",,N","    0",",,N","    0",",,N",,,,,"    0",",,N","    0",",,N"
"US1WVCY0001","2012-06-24","38.4830555555556","-81.1597222222222","230.4","PROCIOUS 2.4 ESE, WV US","    0",",,N","    0",",,N","    0",",,N",,,,,"    0",",,N","    0",",,N"
"US1WVCY0001","2012-06-25","38.4830555555556","-81.1597222222222","230.4","PROCIOUS 2.4 ESE, WV US","    0",",,N","    0",",,N","    0",",,N",,,,,"    0",",,N","    0",",,N"
"US1WVCY0001","2012-06-26","38.4830555555556","-81.1597222222222","230.4","PROCIOUS 2.4 ESE, WV US","    0",",,N","    0",",,N","    0",",,N",,,,,"    0",",,N","    0",",,N"
"US1WVCY0001","2012-06-27","38.4830555555556","-81.1597222222222","230.4","PROCIOUS 2.4 ESE, WV US","    0",",,N","    0",",,N","    0",",,N",,,,,"    0",",,N","    0",",,N"
"US1WVCY0001","2012-06-28","38.4830555555556","-81.1597222222222","230.4","PROCIOUS 2.4 ESE, WV US","    0",",,N","    0",",,N","    0",",,N",,,,,"    0",",,N","    0",",,N"
