"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES"
"US1WVKN0035","2020-06-21","38.3508","-81.6714","255.7","SOUTH CHARLESTON 2.0 ESE, WV US","    0",",,N","    0",",,N",,
"US1WVKN0035","2020-06-22","38.3508","-81.6714","255.7","SOUTH CHARLESTON 2.0 ESE, WV US","   36",",,N",,,,
"US1WVKN0035","2020-06-23","38.3508","-81.6714","255.7","SOUTH CHARLESTON 2.0 ESE, WV US","    0",",,N","    0",",,N",,
"US1WVKN0035","2020-06-24","38.3508","-81.6714","255.7","SOUTH CHARLESTON 2.0 ESE, WV US","  193",",,N",,,,
"US1WVKN0035","2020-06-25","38.3508","-81.6714","255.7","SOUTH CHARLESTON 2.0 ESE, WV US","    0",",,N","    0",",,N",,
"US1WVKN0035","2020-06-26","38.3508","-81.6714","255.7","SOUTH CHARLESTON 2.0 ESE, WV US","   23",",,N",,,,
"US1WVKN0035","2020-06-30","38.3508","-81.6714","255.7","SOUTH CHARLESTON 2.0 ESE, WV US","  127",",,N",,,,
"US1WVKN0035","2020-07-01","38.3508","-81.6714","255.7","SOUTH CHARLESTON 2.0 ESE, WV US","    0",",,N","    0",",,N",,
"US1WVKN0035","2020-07-03","38.3508","-81.6714","255.7","SOUTH CHARLESTON 2.0 ESE, WV US","    0",",,N","    0",",,N",,
"US1WVKN0035","2020-07-04","38.3508","-81.6714","255.7","SOUTH CHARLESTON 2.0 ESE, WV US","    0",",,N","    0",",,N",,
"US1WVKN0035","2020-07-05","38.3508","-81.6714","255.7","SOUTH CHARLESTON 2.0 ESE, WV US","    0",",,N","    0",",,N",,
"US1WVKN0035","2020-07-06","38.3508","-81.6714","255.7","SOUTH CHARLESTON 2.0 ESE, WV US","    0",",,N","    0",",,N",,
"US1WVKN0035","2020-07-07","38.3508","-81.6714","255.7","SOUTH CHARLESTON 2.0 ESE, WV US","    0",",,N","    0",",,N",,
"US1WVKN0035","2020-07-08","38.3508","-81.6714","255.7","SOUTH CHARLESTON 2.0 ESE, WV US","  465",",,N",,,,
"US1WVKN0035","2020-07-09","38.3508","-81.6714","255.7","SOUTH CHARLESTON 2.0 ESE, WV US","    0",",,N","    0",",,N",,
"US1WVKN0035","2020-07-11","38.3508","-81.6714","255.7","SOUTH CHARLESTON 2.0 ESE, WV US","   69",",,N",,,,
"US1WVKN0035","2020-07-12","38.3508","-81.6714","255.7","SOUTH CHARLESTON 2.0 ESE, WV US","    0",",,N","    0",",,N",,
"US1WVKN0035","2020-07-13","38.3508","-81.6714","255.7","SOUTH CHARLESTON 2.0 ESE, WV US","   71",",,N",,,,
"US1WVKN0035","2020-07-14","38.3508","-81.6714","255.7","SOUTH CHARLESTON 2.0 ESE, WV US","    0",",,N","    0",",,N",,
"US1WVKN0035","2020-07-15","38.3508","-81.6714","255.7","SOUTH CHARLESTON 2.0 ESE, WV US","    0",",,N","    0",",,N",,
"US1WVKN0035","2020-07-16","38.3508","-81.6714","255.7","SOUTH CHARLESTON 2.0 ESE, WV US","    0",",,N","    0",",,N",,
"US1WVKN0035","2020-07-17","38.3508","-81.6714","255.7","SOUTH CHARLESTON 2.0 ESE, WV US","    5",",,N",,,,
"US1WVKN0035","2020-07-18","38.3508","-81.6714","255.7","SOUTH CHARLESTON 2.0 ESE, WV US","   18",",,N",,,,
"US1WVKN0035","2020-07-19","38.3508","-81.6714","255.7","SOUTH CHARLESTON 2.0 ESE, WV US","    0",",,N","    0",",,N",,
"US1WVKN0035","2020-07-22","38.3508","-81.6714","255.7","SOUTH CHARLESTON 2.0 ESE, WV US","    0",",,N","    0",",,N",,
"US1WVKN0035","2020-07-23","38.3508","-81.6714","255.7","SOUTH CHARLESTON 2.0 ESE, WV US","   33",",,N",,,,
"US1WVKN0035","2020-07-24","38.3508","-81.6714","255.7","SOUTH CHARLESTON 2.0 ESE, WV US","  335",",,N",,,,
"US1WVKN0035","2020-07-26","38.3508","-81.6714","255.7","SOUTH CHARLESTON 2.0 ESE, WV US","   33",",,N",,,,
"US1WVKN0035","2020-07-27","38.3508","-81.6714","255.7","SOUTH CHARLESTON 2.0 ESE, WV US","    0",",,N","    0",",,N",,
"US1WVKN0035","2020-07-28","38.3508","-81.6714","255.7","SOUTH CHARLESTON 2.0 ESE, WV US","  297",",,N",,,,
"US1WVKN0035","2020-07-29","38.3508","-81.6714","255.7","SOUTH CHARLESTON 2.0 ESE, WV US","    0",",,N","    0",",,N",,
"US1WVKN0035","2020-07-30","38.3508","-81.6714","255.7","SOUTH CHARLESTON 2.0 ESE, WV US","    0",",,N","    0",",,N",,
"US1WVKN0035","2020-07-31","38.3508","-81.6714","255.7","SOUTH CHARLESTON 2.0 ESE, WV US","  160",",,N",,,,
"US1WVKN0035","2020-08-01","38.3508","-81.6714","255.7","SOUTH CHARLESTON 2.0 ESE, WV US","    3",",,N",,,,
"US1WVKN0035","2020-08-02","38.3508","-81.6714","255.7","SOUTH CHARLESTON 2.0 ESE, WV US","   28",",,N",,,,
"US1WVKN0035","2020-08-03","38.3508","-81.6714","255.7","SOUTH CHARLESTON 2.0 ESE, WV US","    0",",,N","    0",",,N",,
"US1WVKN0035","2020-08-04","38.3508","-81.6714","255.7","SOUTH CHARLESTON 2.0 ESE, WV US","    0",",,N","    0",",,N",,
"US1WVKN0035","2020-08-05","38.3508","-81.6714","255.7","SOUTH CHARLESTON 2.0 ESE, WV US","    0",",,N","    0",",,N",,
"US1WVKN0035","2020-08-06","38.3508","-81.6714","255.7","SOUTH CHARLESTON 2.0 ESE, WV US","   53",",,N",,,,
"US1WVKN0035","2020-08-07","38.3508","-81.6714","255.7","SOUTH CHARLESTON 2.0 ESE, WV US","   23",",,N",,,,
"US1WVKN0035","2020-08-13","38.3508","-81.6714","255.7","SOUTH CHARLESTON 2.0 ESE, WV US","    0",",,N","    0",",,N",,
"US1WVKN0035","2020-08-14","38.3508","-81.6714","255.7","SOUTH CHARLESTON 2.0 ESE, WV US","    0",",,N","    0",",,N",,
"US1WVKN0035","2020-08-15","38.3508","-81.6714","255.7","SOUTH CHARLESTON 2.0 ESE, WV US","   99",",,N",,,,
"US1WVKN0035","2020-08-16","38.3508","-81.6714","255.7","SOUTH CHARLESTON 2.0 ESE, WV US","   64",",,N",,,,
"US1WVKN0035","2020-08-17","38.3508","-81.6714","255.7","SOUTH CHARLESTON 2.0 ESE, WV US","    0",",,N","    0",",,N",,
"US1WVKN0035","2020-08-18","38.3508","-81.6714","255.7","SOUTH CHARLESTON 2.0 ESE, WV US","    0",",,N","    0",",,N",,
"US1WVKN0035","2020-08-19","38.3508","-81.6714","255.7","SOUTH CHARLESTON 2.0 ESE, WV US","   56",",,N",,,,
"US1WVKN0035","2020-08-20","38.3508","-81.6714","255.7","SOUTH CHARLESTON 2.0 ESE, WV US","    0",",,N","    0",",,N",,
"US1WVKN0035","2020-08-21","38.3508","-81.6714","255.7","SOUTH CHARLESTON 2.0 ESE, WV US","    0",",,N","    0",",,N",,
"US1WVKN0035","2020-08-22","38.3508","-81.6714","255.7","SOUTH CHARLESTON 2.0 ESE, WV US","    0",",,N","    0",",,N",,
"US1WVKN0035","2020-08-23","38.3508","-81.6714","255.7","SOUTH CHARLESTON 2.0 ESE, WV US","    0",",,N","    0",",,N",,
"US1WVKN0035","2020-08-24","38.3508","-81.6714","255.7","SOUTH CHARLESTON 2.0 ESE, WV US","   10",",,N",,,,
