"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES"
"US1WVBN0005","2021-04-09","38.186322","-81.7204","202.4","ASHFORD 0.7 NW, WV US","   43",",,N",,,,,,,,
"US1WVBN0005","2021-04-10","38.186322","-81.7204","202.4","ASHFORD 0.7 NW, WV US","   33",",,N",,,,,,,,
"US1WVBN0005","2021-04-11","38.186322","-81.7204","202.4","ASHFORD 0.7 NW, WV US","   41",",,N",,,,,,,,
"US1WVBN0005","2021-04-12","38.186322","-81.7204","202.4","ASHFORD 0.7 NW, WV US","    0","T,,N",,,,,,,,
"US1WVBN0005","2021-04-13","38.186322","-81.7204","202.4","ASHFORD 0.7 NW, WV US","    0",",,N","    0",",,N",,,,,,
"US1WVBN0005","2021-04-14","38.186322","-81.7204","202.4","ASHFORD 0.7 NW, WV US","    0",",,N","    0",",,N",,,,,,
"US1WVBN0005","2021-04-21","38.186322","-81.7204","202.4","ASHFORD 0.7 NW, WV US","    0","T,,N",,,,,,,,
"US1WVBN0005","2021-04-25","38.186322","-81.7204","202.4","ASHFORD 0.7 NW, WV US","  193",",,N",,,,,,,,
"US1WVBN0005","2021-04-26","38.186322","-81.7204","202.4","ASHFORD 0.7 NW, WV US","    0",",,N","    0",",,N",,,,,,
"US1WVBN0005","2021-04-27","38.186322","-81.7204","202.4","ASHFORD 0.7 NW, WV US","    0",",,N","    0",",,N",,,,,,
"US1WVBN0005","2021-04-29","38.186322","-81.7204","202.4","ASHFORD 0.7 NW, WV US","  102",",,N",,,,,,,,
"US1WVBN0005","2021-04-30","38.186322","-81.7204","202.4","ASHFORD 0.7 NW, WV US","   76",",,N",,,,,,,,
"US1WVBN0005","2021-05-03","38.186322","-81.7204","202.4","ASHFORD 0.7 NW, WV US","    0","T,,N",,,,,,,,
"US1WVBN0005","2021-05-04","38.186322","-81.7204","202.4","ASHFORD 0.7 NW, WV US","    0","T,,N",,,,,,,,
"US1WVBN0005","2021-05-05","38.186322","-81.7204","202.4","ASHFORD 0.7 NW, WV US","  165",",,N",,,,,,,,
"US1WVBN0005","2021-05-08","38.186322","-81.7204","202.4","ASHFORD 0.7 NW, WV US","    0","T,,N",,,,,,,,
"US1WVBN0005","2021-06-02","38.186322","-81.7204","202.4","ASHFORD 0.7 NW, WV US",,,,,,,"    2",",,N","    0",",,N"
"US1WVBN0005","2021-06-03","38.186322","-81.7204","202.4","ASHFORD 0.7 NW, WV US",,,,,,,"    2",",L,N","    5",",L,N"
"US1WVBN0005","2021-06-04","38.186322","-81.7204","202.4","ASHFORD 0.7 NW, WV US",,,,,,,"    2",",L,N","   89",",L,N"
"US1WVBN0005","2021-06-05","38.186322","-81.7204","202.4","ASHFORD 0.7 NW, WV US",,,,,,,"    2",",L,N","    0",",L,N"
"US1WVBN0005","2021-06-06","38.186322","-81.7204","202.4","ASHFORD 0.7 NW, WV US",,,,,,,"    2",",L,N","    0",",L,N"
"US1WVBN0005","2021-06-07","38.186322","-81.7204","202.4","ASHFORD 0.7 NW, WV US",,,,,,,"    2",",L,N","    0",",L,N"
"US1WVBN0005","2021-06-08","38.186322","-81.7204","202.4","ASHFORD 0.7 NW, WV US",,,,,,,"    2",",L,N","   89",",L,N"
"US1WVBN0005","2021-06-09","38.186322","-81.7204","202.4","ASHFORD 0.7 NW, WV US",,,,,,,"    2",",L,N","   25",",L,N"
"US1WVBN0005","2021-06-10","38.186322","-81.7204","202.4","ASHFORD 0.7 NW, WV US","   43",",,N",,,,,,,,
