"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"US1WVKN0019","2012-11-29","38.3610479","-81.852485","195.1","ST. ALBANS 2.3 WSW, WV US","   76",",,N",,
"US1WVKN0019","2012-12-18","38.3610479","-81.852485","195.1","ST. ALBANS 2.3 WSW, WV US","  152",",,N",,
"US1WVKN0019","2012-12-19","38.3610479","-81.852485","195.1","ST. ALBANS 2.3 WSW, WV US","   38",",,N",,
"US1WVKN0019","2012-12-20","38.3610479","-81.852485","195.1","ST. ALBANS 2.3 WSW, WV US","    0",",,N","    0",",,N"
"US1WVKN0019","2012-12-21","38.3610479","-81.852485","195.1","ST. ALBANS 2.3 WSW, WV US","   97",",,N",,
"US1WVKN0019","2012-12-22","38.3610479","-81.852485","195.1","ST. ALBANS 2.3 WSW, WV US","   10",",,N",,
"US1WVKN0019","2012-12-23","38.3610479","-81.852485","195.1","ST. ALBANS 2.3 WSW, WV US","    0",",,N","    0",",,N"
"US1WVKN0019","2012-12-25","38.3610479","-81.852485","195.1","ST. ALBANS 2.3 WSW, WV US","   23",",,N",,
"US1WVKN0019","2012-12-26","38.3610479","-81.852485","195.1","ST. ALBANS 2.3 WSW, WV US","  117",",,N",,
"US1WVKN0019","2012-12-27","38.3610479","-81.852485","195.1","ST. ALBANS 2.3 WSW, WV US","  137",",,N",,
"US1WVKN0019","2012-12-28","38.3610479","-81.852485","195.1","ST. ALBANS 2.3 WSW, WV US","    0",",,N","    0",",,N"
"US1WVKN0019","2012-12-30","38.3610479","-81.852485","195.1","ST. ALBANS 2.3 WSW, WV US","   13",",,N",,
"US1WVKN0019","2012-12-31","38.3610479","-81.852485","195.1","ST. ALBANS 2.3 WSW, WV US","    0",",,N","    0",",,N"
"US1WVKN0019","2013-01-01","38.3610479","-81.852485","195.1","ST. ALBANS 2.3 WSW, WV US","   33",",,N",,
"US1WVKN0019","2013-01-02","38.3610479","-81.852485","195.1","ST. ALBANS 2.3 WSW, WV US","    0",",,N","    0",",,N"
"US1WVKN0019","2013-01-03","38.3610479","-81.852485","195.1","ST. ALBANS 2.3 WSW, WV US","    0",",,N","    0",",,N"
"US1WVKN0019","2013-01-04","38.3610479","-81.852485","195.1","ST. ALBANS 2.3 WSW, WV US","    0",",,N","    0",",,N"
"US1WVKN0019","2013-01-05","38.3610479","-81.852485","195.1","ST. ALBANS 2.3 WSW, WV US","    0",",,N","    0",",,N"
"US1WVKN0019","2013-01-06","38.3610479","-81.852485","195.1","ST. ALBANS 2.3 WSW, WV US","    0",",,N","    0",",,N"
"US1WVKN0019","2013-01-07","38.3610479","-81.852485","195.1","ST. ALBANS 2.3 WSW, WV US","    0","T,,N",,
"US1WVKN0019","2013-01-08","38.3610479","-81.852485","195.1","ST. ALBANS 2.3 WSW, WV US","    0",",,N","    0",",,N"
"US1WVKN0019","2013-01-09","38.3610479","-81.852485","195.1","ST. ALBANS 2.3 WSW, WV US","    0",",,N","    0",",,N"
"US1WVKN0019","2013-01-10","38.3610479","-81.852485","195.1","ST. ALBANS 2.3 WSW, WV US","   15",",,N",,
"US1WVKN0019","2013-01-11","38.3610479","-81.852485","195.1","ST. ALBANS 2.3 WSW, WV US","   18",",,N",,
"US1WVKN0019","2013-01-12","38.3610479","-81.852485","195.1","ST. ALBANS 2.3 WSW, WV US","   81",",,N",,
"US1WVKN0019","2013-01-13","38.3610479","-81.852485","195.1","ST. ALBANS 2.3 WSW, WV US","    5",",,N",,
"US1WVKN0019","2013-01-14","38.3610479","-81.852485","195.1","ST. ALBANS 2.3 WSW, WV US","   66",",,N",,
"US1WVKN0019","2013-01-15","38.3610479","-81.852485","195.1","ST. ALBANS 2.3 WSW, WV US","   51",",,N",,
"US1WVKN0019","2013-01-16","38.3610479","-81.852485","195.1","ST. ALBANS 2.3 WSW, WV US","  340",",,N",,
"US1WVKN0019","2013-01-17","38.3610479","-81.852485","195.1","ST. ALBANS 2.3 WSW, WV US","   10",",,N",,
"US1WVKN0019","2013-01-18","38.3610479","-81.852485","195.1","ST. ALBANS 2.3 WSW, WV US","    0",",,N","    0",",,N"
"US1WVKN0019","2013-01-19","38.3610479","-81.852485","195.1","ST. ALBANS 2.3 WSW, WV US","    0",",,N","    0",",,N"
"US1WVKN0019","2013-01-20","38.3610479","-81.852485","195.1","ST. ALBANS 2.3 WSW, WV US","    0",",,N","    0",",,N"
"US1WVKN0019","2013-01-21","38.3610479","-81.852485","195.1","ST. ALBANS 2.3 WSW, WV US","    0",",,N","    0",",,N"
